snoring_rate,respiration_rate,body_temperature,limb_movement,blood_oxygen,eye_movement,sleeping_hours,heart_rate,stress_level
87.18271271465346,16.734086219221354,101.85400910209864,93.07995253126136,90.54206088650972,2.5302899153903127,11.529615998500958,95.1154613867402,59
5.936741141369566,23.63951009698212,103.96706224884838,35.11932344478555,98.35750450147316,4.285321220755577,8.713740556268021,41.05227871797979,55
67.09138713101856,29.35704300645739,97.216770760715,1.2549106676597148,92.7589986822568,4.823154793120921,8.086299684364349,90.02957319840789,23
2.637008259771392,13.935028188861908,99.19371508993208,16.331895207287744,90.01672697486356,2.2082448871806264,7.950984201626852,155.06673838477582,64
76.93203465547413,16.664611799642444,100.6023368332535,5.388863639673218,99.1168618341908,4.942681960761547,7.370957529870793,65.09733194485307,51
82.69952332344837,27.570012346841395,96.50058049010111,56.21937183523551,90.11478202883154,1.435991272330284,7.249707263894379,99.93219294585288,82
66.10844730143435,22.966439547017217,96.008782715071,29.14543553884141,90.3079133364372,2.748239231295884,7.5983675143215805,157.0346126984805,77
99.60856256750412,14.576494642533362,101.91867887973784,31.241138586075976,97.32762169325724,1.644290049560368,8.582523197634146,148.3140421938151,90
4.057988830143586,17.11747237481177,100.82584206014872,61.88574018818326,96.71851696679369,3.3271895637735724,10.734769623260943,75.11574065778404,28
49.545975397806615,15.115006067790093,99.7521018376574,5.452474816469476,94.92443060968073,1.646178769879043,8.037227995693684,102.09193215239792,99
30.72880256245844,14.19113429263234,103.80960491485894,24.5388670747634,94.8995374282822,1.774658588692546,5.587758179986849,97.3663646588102,65
64.3417745619081,21.21799764689058,100.10102718835697,15.104851812124252,92.24031826481225,3.58945323061198,7.634491953300312,68.9869362860918,70
32.332722280872986,29.600755707360804,98.323579384014,43.90190259087831,95.27039252454416,1.5931737124919891,4.252214189618826,105.60255751945078,65
59.93051109695807,18.15531318075955,97.44422354968265,86.21640321379527,96.27080417936668,1.4347630217671394,11.479236349929124,68.02566966973245,32
78.1208714353852,10.597633081488311,104.16816941462456,73.64211292145774,92.12318571051584,3.59293707087636,6.93943898845464,162.65353687107563,23
34.884190200362355,24.549862672574815,101.1702359188348,73.25982859847136,90.63754473812878,3.144863348454237,10.27163473330438,105.62644241843373,66
